Genotype,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,cv_38,cv_39,cv_40,cv_41,cv_42,cv_43,cv_44,cv_45,cv_46,cv_47,cv_48,cv_49,cv_50,cv_51,cv_52,cv_53,cv_54,cv_55,cv_56,cv_57,cv_58,cv_59,cv_60,cv_61,cv_62,cv_63,cv_64,cv_65,cv_66,cv_67,cv_68,cv_69,cv_70,cv_71,cv_72,cv_73,cv_74,cv_75,cv_76,cv_77,cv_78,cv_79,cv_80,cv_81,cv_82,cv_83,cv_84,cv_85,cv_86,cv_87,cv_88,cv_89,cv_90,cv_91,cv_92,cv_93,cv_94,cv_95,cv_96,cv_97,cv_98,cv_99,cv_100
DS11-28298,2,4,4,1,2,5,4,5,4,2,5,1,3,4,2,4,4,2,1,3,3,5,2,1,1,3,1,1,5,4,1,4,4,3,3,1,3,2,1,1,5,2,5,3,1,4,3,4,5,5,4,2,4,5,3,2,5,1,2,5,2,3,4,4,2,3,1,4,3,2,2,5,3,3,5,2,3,3,5,1,2,1,3,3,2,4,1,1,2,3,4,3,4,3,4,4,3,1,3,3
DS11-29001,4,5,1,3,5,4,1,1,2,4,3,3,4,5,2,4,2,3,4,1,2,1,1,5,3,1,2,5,3,2,4,4,5,3,5,4,3,4,1,2,1,4,1,4,1,2,5,4,4,1,5,1,4,3,5,3,2,1,1,5,2,3,5,3,4,5,1,2,4,3,4,5,2,1,5,4,2,5,5,4,5,1,3,4,5,4,4,5,1,1,3,4,2,5,5,3,3,3,2,4
DS11-29002,1,4,4,3,1,4,2,5,5,5,1,1,3,3,1,4,2,1,1,4,2,1,5,1,4,4,1,5,5,2,4,4,1,4,4,2,4,5,3,2,1,1,5,4,2,1,3,1,2,4,5,1,3,4,2,2,3,4,5,3,4,2,2,1,1,1,4,3,5,1,5,4,4,5,2,4,1,4,3,1,5,3,1,2,1,2,2,3,4,2,1,2,1,5,2,4,3,3,3,5
DS11-29003,1,5,3,3,2,1,2,5,3,5,3,2,5,5,2,3,4,2,4,2,4,2,1,3,1,2,3,1,4,2,3,4,4,1,2,3,5,1,3,1,4,1,3,2,1,5,4,5,1,3,2,2,4,3,4,4,1,1,3,2,2,2,4,3,2,1,1,1,1,1,5,5,5,4,4,5,4,3,4,1,2,2,5,3,5,1,3,5,4,3,5,3,3,1,3,5,5,4,3,4
DS11-29004,5,2,5,3,2,5,5,3,4,4,3,3,2,2,2,3,1,2,3,2,5,3,1,2,1,3,1,1,2,3,1,3,3,2,4,2,2,1,5,2,2,1,3,5,5,5,4,5,3,4,2,4,3,3,5,2,5,5,1,1,5,4,4,5,2,3,4,3,3,3,2,5,3,4,3,2,3,4,2,2,2,4,5,5,5,5,1,1,5,2,2,4,2,2,1,1,4,4,5,4
DS11-29005,1,3,5,3,2,3,1,2,4,5,1,3,5,3,4,4,4,5,1,1,1,3,1,2,5,2,1,1,1,5,3,4,2,1,1,3,2,4,4,4,1,4,1,1,4,2,4,3,4,5,2,3,3,3,3,5,1,2,3,3,3,4,2,5,1,5,2,5,4,3,4,1,5,2,4,4,3,4,1,4,1,2,2,3,3,1,1,5,5,4,1,2,5,1,2,1,2,1,5,4
DS11-29007,2,3,4,1,5,5,1,4,4,1,1,1,5,4,5,2,4,2,1,4,1,4,5,3,3,2,3,1,5,4,3,2,4,1,3,1,4,2,4,5,2,1,4,4,3,4,5,1,2,5,2,5,5,1,5,3,3,5,4,5,5,1,1,4,3,4,4,5,2,4,3,4,2,2,1,5,5,1,2,2,3,5,4,1,5,3,2,1,1,3,3,1,3,5,4,5,1,3,3,3
DS11-29008,4,5,5,1,2,4,1,1,2,2,1,5,3,1,1,1,5,3,4,2,4,2,2,5,5,3,2,3,5,3,2,1,1,2,1,2,1,3,2,2,4,5,4,1,4,1,5,1,5,2,5,3,2,2,2,3,5,4,1,5,5,2,3,3,5,1,4,2,3,1,4,3,5,3,4,3,1,3,5,2,4,5,5,3,1,3,3,4,4,2,5,3,4,4,1,1,1,4,1,2
DS11-29009,1,3,5,5,3,4,3,1,5,4,5,5,4,4,4,5,4,3,5,5,4,1,5,3,1,5,4,1,2,1,4,5,2,5,5,5,1,5,4,3,3,5,3,1,5,3,4,5,1,1,1,5,2,4,5,5,2,4,5,3,5,5,1,2,5,5,5,1,1,2,3,1,5,2,1,1,4,4,3,1,2,5,2,5,5,5,4,3,2,5,5,5,5,3,3,4,3,5,4,2
DS11-29010,1,1,2,3,5,2,3,3,3,4,3,1,1,5,4,1,4,3,4,2,4,5,2,1,4,3,5,3,5,4,5,3,4,5,4,4,5,2,4,3,3,4,4,2,4,1,5,2,4,5,4,4,2,1,3,2,5,5,1,2,4,4,3,2,4,1,4,2,5,1,5,3,4,2,4,4,5,5,4,4,2,5,1,1,4,3,5,3,1,1,3,3,4,2,5,2,1,5,3,1
DS11-29011,3,4,3,2,1,5,1,3,2,5,3,5,4,2,2,5,5,1,3,4,4,5,4,5,5,2,4,3,2,4,5,5,3,5,3,5,2,2,4,3,4,5,3,2,5,3,5,4,1,4,2,2,2,5,5,1,4,3,5,3,3,5,3,1,2,5,3,1,1,5,4,3,4,4,2,5,1,1,4,3,3,3,2,4,2,3,1,3,5,2,2,5,5,3,4,3,5,2,3,4
DS11-29012,1,1,3,2,2,2,5,2,3,5,1,5,4,1,4,3,1,2,1,2,2,3,1,2,5,1,4,5,4,2,3,1,3,1,5,3,2,2,3,4,4,2,2,3,1,2,1,3,1,2,2,2,2,3,4,3,3,3,1,5,5,5,2,4,4,3,5,5,4,3,1,2,2,5,4,1,5,2,1,3,5,3,5,2,1,3,4,4,3,4,4,2,3,5,2,5,3,2,3,4
DS11-29013,1,2,1,4,1,5,3,5,5,2,2,2,3,1,3,1,2,3,2,4,3,3,4,5,4,4,2,1,3,4,5,5,4,1,3,4,5,3,2,5,5,5,2,2,1,5,1,2,2,2,5,4,3,4,3,4,5,4,5,1,5,5,1,1,2,4,3,4,3,2,4,4,3,3,2,1,1,3,4,2,4,5,5,1,1,5,5,5,5,2,3,3,3,2,5,4,3,2,5,4
DS11-29014,1,3,4,2,4,3,3,2,4,1,5,2,4,1,2,4,4,3,2,3,4,3,5,5,4,2,1,1,2,5,4,2,2,2,3,1,2,1,1,1,4,3,1,4,4,5,3,3,3,4,5,4,1,4,3,1,4,2,2,1,3,4,2,5,5,3,1,2,1,2,1,3,4,5,1,4,5,4,2,3,5,5,3,1,2,2,5,3,3,4,2,3,5,4,1,1,5,4,5,5
DS11-29015,2,5,3,5,3,4,1,1,2,5,3,3,5,4,4,1,1,5,5,2,2,4,1,4,5,1,3,5,4,4,2,4,1,4,1,1,3,2,5,3,1,5,1,4,1,1,2,5,3,4,4,2,4,1,4,4,2,3,3,1,5,2,2,2,1,5,1,4,2,5,4,5,4,4,3,2,5,5,3,5,4,5,1,3,4,1,3,1,4,4,4,2,5,5,1,4,2,5,5,4
DS11-29016,2,5,3,2,3,5,2,3,4,1,1,3,1,2,3,2,3,5,2,5,1,5,3,2,2,2,4,2,1,2,3,5,2,2,1,5,3,5,3,2,3,5,5,2,4,5,5,5,3,3,2,4,2,2,5,5,4,4,3,1,5,1,4,1,4,5,5,5,2,2,5,4,5,2,1,3,3,2,3,1,3,1,4,1,3,5,5,2,5,3,4,3,5,3,2,5,5,5,1,4
DS11-29017,3,1,5,3,5,2,5,5,2,1,5,1,3,2,4,5,3,3,4,2,2,4,3,2,5,2,3,3,2,4,3,5,3,4,1,3,3,5,4,4,3,1,2,3,2,1,4,2,4,3,2,2,1,3,2,2,5,3,2,4,3,4,5,5,2,3,2,3,4,4,2,4,3,4,1,4,4,2,4,2,3,5,1,3,1,5,4,3,3,3,2,4,3,1,3,4,1,1,5,1
DS11-29019,2,5,2,5,1,4,4,3,3,2,1,1,1,2,1,1,2,5,5,3,5,3,1,5,5,2,3,1,3,5,5,3,1,4,1,2,5,4,1,2,5,2,3,3,1,4,1,2,4,4,3,3,3,1,4,3,5,5,2,2,4,5,5,5,1,2,3,2,3,3,2,3,3,4,5,5,4,1,2,2,1,1,4,5,1,4,5,4,5,2,5,3,1,3,3,4,3,3,3,2
DS11-29020,4,4,5,2,4,2,3,2,3,5,5,2,2,3,3,4,2,2,1,3,5,2,1,4,4,1,3,3,5,4,2,3,4,4,3,2,3,4,3,1,4,5,1,5,5,1,3,2,1,4,5,3,4,2,5,4,3,3,1,4,1,4,1,5,2,4,3,2,5,4,4,4,5,3,1,3,4,2,4,5,5,2,2,1,4,3,3,3,3,3,1,5,1,5,1,5,5,1,4,5
DS11-29021,2,4,1,2,4,2,3,5,4,1,5,4,2,4,2,1,1,5,3,4,1,2,3,1,1,2,2,1,1,3,5,1,2,1,5,1,1,5,3,5,3,1,5,2,3,4,2,5,4,5,3,1,1,3,3,4,2,4,5,5,1,2,1,3,2,1,5,2,3,2,5,5,3,5,1,2,4,4,4,1,5,5,1,4,4,1,3,2,2,2,4,2,3,4,5,1,2,5,5,2
DS11-29022,2,2,2,4,1,5,5,4,2,4,5,1,5,2,2,4,5,3,2,2,5,1,1,4,1,1,5,5,2,3,4,1,2,2,5,3,5,4,3,1,5,2,3,1,3,1,2,1,3,2,5,2,2,5,5,5,3,2,5,1,2,4,1,5,3,4,1,1,3,4,2,4,1,5,2,5,1,1,3,1,4,4,1,5,5,5,2,4,2,2,5,5,5,5,3,5,3,4,3,1
DS11-29023,4,1,5,1,1,1,3,5,2,2,1,5,2,2,5,2,3,3,2,4,1,5,4,5,2,1,4,5,3,3,3,2,5,5,3,5,4,5,2,1,1,4,4,1,3,4,1,5,5,4,4,2,1,2,3,3,4,4,4,1,5,2,5,1,1,4,2,3,4,2,4,1,2,3,4,4,2,4,5,4,2,1,3,2,4,3,2,4,1,1,3,1,4,2,1,2,5,2,2,2
DS11-29024,2,3,4,5,1,5,4,1,3,1,3,3,4,5,1,2,2,5,3,5,4,1,4,2,2,4,1,2,3,3,2,1,5,4,2,2,4,5,2,4,3,2,1,5,3,1,4,1,4,2,4,4,1,1,2,3,1,4,5,1,5,5,3,1,2,5,3,5,3,2,2,1,5,3,1,5,3,2,4,3,5,2,4,2,4,3,4,4,3,2,3,5,4,2,5,1,2,4,5,3
DS11-29026,4,1,1,1,3,2,1,3,2,1,3,5,1,4,1,4,4,2,5,4,2,3,1,1,3,2,3,4,4,1,4,1,5,4,5,4,2,5,5,1,5,3,5,5,3,4,4,1,5,3,2,4,1,1,2,2,1,1,3,4,2,4,1,3,3,2,5,4,2,2,5,4,5,1,5,1,5,3,1,2,1,4,5,5,4,3,2,5,1,2,5,3,2,4,1,1,1,3,3,5
DS11-29027,2,3,4,2,1,5,1,1,4,4,1,3,4,5,4,3,3,3,3,2,5,2,5,5,5,3,1,4,1,1,5,2,3,5,2,4,5,2,5,2,2,2,4,1,1,4,1,3,3,1,5,2,3,1,5,2,4,3,5,4,5,5,1,5,5,2,2,3,3,4,3,2,5,3,1,4,5,4,3,1,2,4,4,2,3,2,1,4,1,3,3,4,4,3,5,3,5,3,5,5
DS11-29030,3,1,3,2,5,3,2,5,2,5,3,5,3,5,4,4,1,5,1,4,3,2,3,4,2,1,3,1,5,1,4,3,4,4,5,5,5,4,3,3,3,1,5,3,4,5,3,2,2,3,4,4,4,2,1,2,4,1,1,4,1,2,4,1,2,2,1,5,3,1,1,1,3,4,3,4,3,3,1,2,2,3,5,1,4,3,4,1,4,1,3,3,1,2,5,5,3,2,4,2
DS11-29031,1,5,1,3,3,2,5,4,5,2,2,3,1,5,2,2,5,1,2,3,4,4,2,3,1,3,4,3,2,5,5,2,3,3,2,3,5,5,2,2,1,2,2,4,5,5,5,2,2,4,5,4,1,3,1,2,4,4,4,2,3,3,5,1,1,1,2,3,2,4,3,5,5,5,4,3,1,2,5,2,5,3,3,5,1,5,4,4,3,3,3,5,2,3,1,1,1,4,4,4
DS11-29032,5,3,4,5,2,2,5,3,2,5,4,2,3,4,5,3,3,1,4,4,2,5,5,4,4,4,5,3,5,4,4,4,1,2,2,3,4,4,3,3,2,3,3,3,2,2,3,5,3,5,1,1,2,1,1,3,4,5,3,3,2,1,2,2,4,3,2,4,2,3,4,2,4,5,1,2,1,1,4,5,5,4,5,4,4,2,3,3,5,3,4,2,5,3,4,3,3,4,4,4
DS11-29033,2,3,2,5,3,1,1,1,1,4,3,1,1,4,5,5,4,4,2,5,3,3,3,4,4,3,3,1,1,5,3,1,3,5,1,2,3,4,1,3,5,2,4,2,2,1,2,5,3,3,2,3,4,5,3,4,5,5,5,3,2,2,2,4,5,2,4,4,1,3,3,4,2,2,5,1,5,5,3,5,2,1,4,1,1,2,1,1,5,3,2,4,1,1,3,4,5,1,5,5
DS11-29034,1,3,3,3,1,2,4,4,4,3,3,3,5,4,5,2,3,1,3,5,4,1,4,3,3,3,2,1,3,2,3,3,5,4,2,5,4,3,1,5,5,2,4,4,4,5,5,2,3,4,5,5,1,4,5,3,1,1,3,5,1,5,2,3,1,3,2,3,5,1,3,3,3,1,4,5,3,3,2,1,4,3,2,2,5,5,3,1,4,4,5,4,4,4,2,1,5,3,2,3
DS11-29035,4,3,2,1,5,3,4,4,2,3,2,2,4,2,3,2,2,3,1,5,5,2,3,3,2,1,2,2,1,4,3,4,1,2,2,5,1,5,1,2,1,5,3,2,3,2,5,2,1,5,2,1,1,5,2,1,3,4,2,3,4,3,4,1,3,4,2,2,3,2,3,3,4,1,1,1,2,1,4,3,2,3,2,2,4,5,4,1,1,2,2,1,1,2,4,1,2,2,2,4
DS11-29036,5,2,1,3,5,3,3,4,4,3,2,1,1,3,1,2,2,5,2,5,5,1,2,5,2,3,1,4,1,3,4,3,1,5,3,2,4,1,4,5,5,3,4,4,2,3,1,1,1,4,4,2,1,1,3,3,4,3,3,3,4,1,5,1,3,3,4,2,3,1,2,3,3,2,2,4,3,1,2,2,5,2,4,4,2,4,2,1,2,5,2,5,1,4,2,1,5,2,1,5
DS11-29037,5,2,4,4,5,5,3,1,1,5,1,1,5,5,2,1,4,4,5,5,1,4,2,5,1,4,5,5,3,5,3,5,3,5,2,3,1,3,1,1,2,3,4,5,5,3,4,5,3,2,4,2,5,5,5,5,3,2,5,2,2,2,1,4,1,1,3,2,4,1,4,3,5,3,1,5,5,5,5,2,2,2,4,1,2,1,4,4,1,1,3,1,4,4,4,3,5,4,3,2
DS11-29038,2,5,2,3,3,4,4,3,1,4,4,2,4,1,1,3,2,4,3,5,1,1,2,2,3,4,2,1,5,2,5,3,2,1,2,1,2,2,5,1,3,1,2,2,3,1,5,2,4,3,4,2,2,3,5,5,5,4,4,3,2,4,3,5,1,3,3,1,2,5,5,3,3,1,1,1,2,4,5,5,1,1,5,4,2,1,2,2,2,4,1,2,3,1,5,2,4,4,5,1
DS11-29039,3,1,3,4,4,2,5,3,5,5,1,1,5,4,2,3,2,2,5,1,5,1,2,1,5,2,2,5,2,1,4,3,3,3,2,2,4,5,3,2,1,4,2,1,3,3,2,5,5,4,2,1,1,4,2,1,5,4,2,4,4,3,3,5,1,4,1,1,5,3,4,4,4,2,3,5,3,1,3,3,5,3,4,1,4,4,5,2,4,1,2,1,2,5,4,4,1,5,5,3
DS11-29040,2,5,4,2,5,3,2,4,5,2,5,3,5,3,1,3,3,1,1,4,5,2,5,5,5,1,5,5,5,5,3,5,4,2,4,1,4,4,1,4,5,2,3,3,3,3,5,5,5,5,1,3,1,1,4,5,3,1,1,5,1,1,3,2,3,3,5,2,2,4,1,5,4,4,2,2,1,5,4,5,2,5,1,1,4,3,1,2,2,4,3,1,1,1,1,4,3,5,3,4
DS11-29041,5,2,1,4,1,5,5,2,4,2,1,5,3,1,5,2,5,4,4,2,2,4,5,5,4,4,3,3,2,3,5,5,1,3,1,1,2,3,1,5,4,2,2,3,3,5,2,4,3,1,4,2,4,3,5,2,3,4,2,2,4,4,4,5,2,5,5,4,3,5,1,1,1,2,3,3,3,4,2,1,2,2,1,4,5,5,1,5,3,4,3,5,2,1,1,2,5,2,2,2
DS11-29042,2,2,4,2,4,3,2,3,3,2,2,4,4,2,1,2,2,4,4,5,1,5,3,1,3,2,5,5,4,5,1,1,1,1,3,4,5,4,2,3,4,2,4,5,2,5,3,5,2,1,1,3,5,3,4,1,5,3,2,1,4,3,1,5,2,4,3,2,4,4,4,5,5,2,3,2,3,5,2,2,1,2,2,1,4,2,5,2,3,2,2,3,2,5,1,1,4,4,5,4
DS11-29043,4,3,2,3,1,3,3,4,4,2,5,2,4,3,1,5,3,5,5,3,4,5,5,2,1,1,1,1,2,3,2,5,3,3,1,2,5,4,5,3,5,3,1,5,2,2,2,3,4,4,3,2,4,2,5,5,5,3,4,3,2,2,5,2,4,3,3,4,3,1,1,4,1,3,4,1,5,1,2,2,2,5,3,3,4,2,2,5,2,5,2,5,5,5,5,2,4,4,1,4
DS11-29044,3,5,5,2,3,5,5,4,5,4,4,1,1,4,3,3,5,1,5,3,4,3,5,5,3,3,3,2,1,5,3,5,5,5,3,4,5,5,3,3,2,1,2,3,4,2,4,4,5,4,2,3,5,5,1,2,3,3,3,2,5,5,2,1,2,2,3,4,4,1,2,3,2,1,4,1,1,2,3,5,3,4,1,5,4,4,2,5,5,5,1,4,4,3,2,5,2,3,3,3
DS11-29045,5,3,1,4,1,2,3,4,2,4,3,3,3,4,5,5,2,2,5,4,5,2,4,2,1,5,2,5,3,5,1,1,4,5,3,3,4,5,1,1,4,5,1,1,1,2,5,1,4,5,2,1,3,4,1,4,1,5,2,2,3,3,1,5,3,3,1,3,1,1,4,2,5,5,5,5,3,3,5,1,4,4,5,3,4,2,1,1,1,3,3,4,5,2,3,5,2,4,3,1
DS11-29046,2,4,3,3,2,1,2,2,3,2,1,5,5,3,3,1,2,4,4,1,3,1,4,3,4,3,2,3,1,5,3,5,2,2,4,5,4,4,1,1,4,4,3,3,1,5,1,4,4,2,4,3,1,2,5,3,1,5,3,2,1,3,2,2,4,5,4,2,3,4,1,2,4,4,3,5,4,1,3,1,2,4,5,2,4,4,3,5,2,1,1,5,1,2,5,5,1,3,3,4
DS11-29048,1,5,1,5,4,2,1,3,1,1,3,5,5,3,5,5,1,5,2,1,2,1,2,5,3,1,3,4,2,4,1,2,4,3,2,5,2,4,3,4,4,5,2,2,2,2,4,2,3,3,1,1,3,2,2,2,5,5,3,3,2,2,2,3,1,3,1,2,1,1,2,1,3,1,2,2,5,5,1,5,1,2,3,2,5,1,1,4,4,3,4,1,4,2,3,1,1,4,5,4
DS11-29050,4,2,3,5,2,2,1,3,4,1,5,2,5,1,2,1,3,2,5,5,3,3,2,1,2,4,1,1,4,4,4,2,5,2,3,2,1,2,1,5,4,3,2,1,2,1,4,3,5,5,1,5,2,3,4,4,3,4,1,3,4,3,1,1,2,3,5,5,3,3,1,5,5,5,4,3,5,4,3,2,2,2,3,4,2,2,3,3,4,3,1,2,2,5,2,4,2,2,2,4
DS11-29051,4,2,5,2,5,4,4,3,5,3,5,1,1,3,2,2,5,4,3,3,5,3,1,4,5,2,5,3,4,2,5,5,5,5,2,1,5,1,3,2,4,3,4,3,1,2,3,5,2,3,2,1,4,4,1,2,4,1,3,3,1,1,3,5,2,3,4,5,3,4,4,2,2,5,2,2,2,4,4,5,2,5,2,1,2,4,2,3,5,5,2,3,1,4,2,2,2,3,2,2
DS11-29053,4,2,1,5,4,3,1,5,2,3,3,5,3,1,5,1,1,5,1,4,2,1,1,3,2,2,5,2,3,2,4,4,4,2,2,2,1,3,4,4,4,4,4,5,4,4,4,3,4,3,1,5,5,1,5,1,2,1,2,2,4,1,2,4,1,2,5,5,2,5,1,5,5,4,2,5,2,2,2,4,5,3,5,5,1,4,2,3,1,2,2,1,5,2,4,1,5,2,1,1
DS11-29054,2,2,5,5,1,2,1,3,4,4,4,5,4,4,1,5,5,2,1,5,3,3,4,5,3,4,3,5,2,1,3,2,5,5,3,2,2,3,1,4,5,5,5,4,5,3,4,3,4,3,3,1,5,2,4,2,2,4,3,4,1,2,5,4,5,1,5,3,3,3,3,3,1,3,2,2,2,4,4,1,1,1,4,5,2,3,3,3,4,4,2,2,3,4,3,2,1,2,5,5
DS11-29055,4,1,5,3,5,1,4,4,1,4,1,1,5,4,1,2,1,1,1,1,4,5,4,5,3,1,5,3,2,1,2,1,2,5,5,2,2,2,2,1,4,5,2,1,1,3,4,1,4,4,5,2,5,4,3,1,5,4,1,3,1,2,4,4,2,5,2,2,1,4,3,2,1,3,1,5,3,2,1,2,3,2,2,2,3,4,4,1,3,5,5,3,3,5,1,4,1,2,5,1
DS11-29056,5,1,5,2,2,2,2,4,4,3,3,5,2,4,5,5,3,4,4,5,2,1,4,1,4,5,4,2,1,2,2,5,2,4,1,1,4,3,3,4,1,3,3,2,2,5,3,4,4,1,3,3,5,4,4,2,4,1,2,3,4,2,4,2,2,1,2,4,2,2,3,5,1,2,2,4,5,5,3,5,2,4,2,2,3,2,5,2,2,2,5,1,5,5,5,3,2,4,3,5
DS11-29057,3,1,1,1,3,3,5,5,3,3,1,2,5,5,5,1,1,2,5,3,1,2,1,2,5,4,1,1,5,1,4,3,4,3,1,5,1,2,1,4,4,3,4,2,3,5,3,2,4,3,2,2,3,1,4,3,5,5,3,5,1,5,5,3,2,4,5,2,4,1,5,2,2,2,3,1,5,2,2,2,2,4,3,5,2,4,2,4,2,5,3,5,2,2,5,4,2,4,5,2
DS11-29058,4,5,1,4,2,5,3,3,5,5,2,2,1,2,3,3,5,3,3,2,5,1,2,5,1,5,3,1,3,2,1,3,3,4,2,1,5,1,1,2,2,3,3,4,5,2,5,3,4,3,1,3,1,2,5,2,2,4,3,2,5,3,1,4,4,3,4,1,4,5,3,3,2,3,5,2,3,4,3,3,1,4,3,3,3,2,4,1,2,3,1,4,1,3,5,4,5,3,4,4
DS11-29059,4,5,4,4,2,2,3,1,5,4,1,1,1,2,1,2,3,1,3,1,5,5,2,4,5,1,5,3,4,3,1,4,1,2,2,4,5,3,1,5,1,1,5,3,5,3,1,4,3,4,5,5,4,5,3,1,1,1,5,5,2,5,5,3,2,3,3,3,5,4,2,3,5,4,4,2,4,2,3,1,4,5,2,5,3,4,5,1,1,4,1,2,2,4,4,4,5,4,1,5
DS11-29063,2,3,2,3,1,1,5,3,3,2,4,4,4,4,1,1,3,3,5,2,5,2,2,5,2,5,2,2,2,2,5,1,1,1,4,2,2,4,3,2,3,1,3,1,4,3,3,2,1,3,1,3,3,3,4,1,5,3,4,3,4,4,4,4,4,2,5,4,2,2,2,2,2,1,1,5,5,1,1,4,3,5,3,1,2,4,4,1,5,4,3,2,2,1,2,4,1,2,4,1
DS11-29064,5,1,1,5,4,1,1,4,5,1,5,1,1,2,4,1,5,4,3,4,5,2,2,2,2,1,3,3,3,4,1,2,3,3,4,5,3,3,4,2,2,1,3,4,3,5,4,4,1,2,4,4,2,3,5,5,1,1,5,5,2,4,5,5,2,2,5,1,2,5,5,1,2,1,1,2,5,5,4,1,2,2,4,2,2,3,1,2,5,2,5,1,1,5,5,2,5,1,3,5
DS11-29065,1,2,1,5,3,5,5,4,1,3,1,1,5,2,3,2,1,4,2,2,3,1,2,4,5,5,2,1,1,5,2,1,5,1,1,4,4,3,4,3,2,2,1,3,4,1,4,4,3,2,5,4,1,2,3,2,4,5,2,2,1,4,2,4,5,5,3,5,5,4,1,2,5,3,5,4,2,5,5,1,1,5,1,1,1,4,3,3,4,5,5,4,3,2,5,5,3,3,1,2
DS11-29067,4,3,1,2,1,4,2,4,2,2,3,4,1,5,4,2,5,2,4,1,5,5,4,3,3,2,5,4,3,3,1,1,2,2,4,2,4,3,4,4,5,1,3,4,4,3,5,5,2,3,5,2,4,5,2,5,5,4,1,4,5,1,4,5,4,3,5,3,5,1,2,2,3,4,4,1,1,3,1,5,4,1,3,4,1,2,4,4,2,2,3,1,4,5,5,5,4,2,3,1
DS11-29068,2,4,5,5,2,4,3,2,3,1,5,3,4,2,4,2,1,4,4,1,5,4,2,1,3,4,4,3,5,2,4,2,1,1,1,3,2,3,3,3,1,2,5,4,4,1,5,2,1,1,2,1,5,2,3,4,5,3,5,4,1,2,4,1,3,5,5,1,4,2,5,1,3,4,4,3,1,1,4,3,1,4,3,4,5,3,3,1,4,3,3,1,3,2,2,3,3,5,5,4
DS11-29070,2,1,2,3,3,2,4,3,2,1,1,2,5,4,4,2,3,5,5,4,5,1,2,4,5,2,3,3,2,5,4,4,4,3,4,1,5,1,3,2,5,2,2,2,3,3,5,1,1,4,2,1,2,3,2,2,3,1,5,5,1,2,2,2,1,1,1,4,5,1,5,1,2,5,3,5,4,3,4,4,4,3,2,5,2,4,4,5,4,3,1,4,3,1,4,4,4,2,3,1
DS11-29071,1,4,5,2,4,3,3,4,3,1,4,3,4,1,2,1,1,2,4,3,1,3,1,4,3,5,5,3,2,3,5,2,5,1,5,2,3,3,2,4,5,5,1,1,3,5,2,2,4,1,3,4,1,5,1,3,4,2,3,5,5,3,2,3,3,3,3,1,5,2,5,5,3,1,1,1,4,5,3,1,4,2,4,3,4,5,3,3,3,2,1,3,1,4,5,5,5,1,1,4
DS11-29073,4,2,4,1,5,4,5,1,4,3,5,3,2,1,2,2,5,2,3,5,4,1,4,1,1,4,5,5,3,4,5,4,2,2,4,4,5,2,4,5,4,5,5,1,2,4,2,1,5,5,3,2,5,3,4,4,4,2,3,2,1,4,1,2,1,1,2,5,2,5,2,4,4,4,3,2,1,1,1,5,4,1,1,5,4,4,3,2,4,3,4,3,4,1,4,5,4,5,2,1
DS11-29074,4,5,1,5,4,4,2,5,3,2,3,2,4,4,5,4,3,3,2,1,4,4,5,3,3,3,4,3,3,2,3,2,1,3,2,4,1,4,1,1,3,1,4,3,3,4,5,3,4,5,1,4,4,1,4,5,5,4,4,2,4,2,1,5,5,1,5,1,2,2,2,4,2,1,4,5,3,1,2,4,3,5,1,3,3,5,3,5,3,4,3,1,1,2,2,5,5,1,4,5
DS11-29075,1,1,4,5,4,4,5,1,2,1,4,2,5,2,5,3,1,2,2,3,3,1,1,3,1,4,2,2,1,2,1,4,4,4,3,5,2,4,1,2,3,1,1,1,4,3,4,5,4,5,5,2,5,5,3,4,4,2,4,2,2,5,4,2,2,5,5,3,3,1,1,5,1,1,1,1,1,2,2,4,2,2,5,5,4,3,3,3,5,4,4,2,1,4,4,2,2,3,2,2
DS11-29076,1,5,1,3,5,2,2,4,3,5,1,1,2,5,4,3,1,4,4,3,2,4,2,5,4,3,4,3,2,4,1,3,3,1,2,1,3,5,4,2,1,5,3,4,1,4,4,3,2,1,1,2,5,2,1,2,3,4,3,5,3,5,3,4,3,5,3,2,5,3,2,4,4,5,4,4,5,3,5,1,5,3,2,4,3,4,2,2,3,1,4,3,5,1,1,1,3,3,5,1
DS11-29078,4,3,4,3,4,2,1,3,3,3,4,3,3,3,5,1,3,3,3,5,4,3,1,4,4,1,4,3,1,3,2,1,5,1,1,1,5,4,3,5,1,3,3,1,4,3,1,1,5,2,2,1,2,1,5,2,5,5,1,4,2,2,1,4,3,1,2,2,5,2,3,4,2,3,1,2,1,4,2,2,4,5,2,4,5,5,4,4,3,3,5,3,5,4,1,4,2,3,4,5
DS11-29079,3,2,2,1,2,4,2,3,2,1,5,2,4,5,5,2,4,1,2,5,1,1,5,5,1,5,4,5,5,2,2,3,1,4,3,1,2,3,2,4,2,1,2,3,2,2,5,4,5,3,4,1,3,2,2,2,3,2,3,2,4,5,1,2,5,2,4,1,3,2,1,2,1,5,2,4,3,2,2,4,1,1,4,5,3,5,1,5,2,4,4,3,1,4,2,1,5,4,3,1
